match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_group,home_team.country.id,home_team.country.name,home_team.managers,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_group,away_team.country.id,away_team.country.name,away_team.managers,metadata.data_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name
7568,6/27/2018,00:00.0,2,2,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,773,Switzerland,male,Group E,221,Switzerland,"[{'id': 492, 'name': 'Vladimir Petković', 'nickname': None, 'dob': None, 'country': {'id': 28, 'name': 'Bosnia and Herzegovina'}}]",795,Costa Rica,male,Group E,54,Costa Rica,"[{'id': 646, 'name': 'Óscar Antonio Ramírez Hernández', 'nickname': 'Óscar Ramírez', 'dob': '1964-12-08', 'country': {'id': 54, 'name': 'Costa Rica'}}]",1.0.2,10,Group Stage,4263,Stadion Nizhny Novgorod,188,Russia,76,C. Turpin,78,France
7530,6/16/2018,00:00.0,2,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,771,France,male,Group C,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",792,Australia,male,Group C,14,Australia,"[{'id': 630, 'name': 'Bert van Marwijk', 'nickname': None, 'dob': '1952-05-19', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.0.2,10,Group Stage,4258,Kazan' Arena (Kazan'),188,Russia,734,A. Cunha,,
7558,6/25/2018,00:00.0,3,0,available,unscheduled,2020-10-25T14:03:50.263266,,3,43,International,FIFA World Cup,3,2018,783,Uruguay,male,Group A,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '2047-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",796,Russia,male,Group A,188,Russia,"[{'id': 365, 'name': 'Stanislav Cherchesov', 'nickname': None, 'dob': None, 'country': {'id': 188, 'name': 'Russia'}}]",1.0.2,10,Group Stage,254,Samara Arena,188,Russia,732,M. Diedhiou,,
7583,7/2/2018,00:00.0,2,0,available,unscheduled,2020-07-29T05:00,,4,43,International,FIFA World Cup,3,2018,781,Brazil,male,,31,Brazil,"[{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]",794,Mexico,male,,147,Mexico,"[{'id': 632, 'name': 'Juan Carlos Osorio Arbeláez', 'nickname': 'Juan Carlos Osorio', 'dob': None, 'country': {'id': 49, 'name': 'Colombia'}}]",1.0.2,33,Round of 16,254,Samara Arena,188,Russia,268,G. Rocchi,112,Italy
8652,7/7/2018,00:00.0,2,2,available,unscheduled,2020-07-29T05:00,,5,43,International,FIFA World Cup,3,2018,796,Russia,male,,188,Russia,"[{'id': 365, 'name': 'Stanislav Cherchesov', 'nickname': None, 'dob': None, 'country': {'id': 188, 'name': 'Russia'}}]",785,Croatia,male,,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': None, 'country': {'id': 56, 'name': 'Croatia'}}]",1.0.2,11,Quarter-finals,249,Olimpiyskiy Stadion Fisht,188,Russia,738,Sandro Ricci,,
7547,6/21/2018,00:00.0,1,1,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,776,Denmark,male,Group C,61,Denmark,"[{'id': 641, 'name': 'Åge Fridtjof Hareide', 'nickname': 'Åge Hareide', 'dob': None, 'country': {'id': 171, 'name': 'Norway'}}]",792,Australia,male,Group C,14,Australia,"[{'id': 630, 'name': 'Bert van Marwijk', 'nickname': None, 'dob': '1952-05-19', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.0.2,10,Group Stage,254,Samara Arena,188,Russia,180,Antonio Mateu,214,Spain
7535,6/17/2018,00:00.0,0,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,795,Costa Rica,male,Group E,54,Costa Rica,"[{'id': 646, 'name': 'Óscar Antonio Ramírez Hernández', 'nickname': 'Óscar Ramírez', 'dob': '1964-12-08', 'country': {'id': 54, 'name': 'Costa Rica'}}]",786,Serbia,male,Group E,203,Serbia,"[{'id': 640, 'name': 'Mladen Krstajić', 'nickname': None, 'dob': '1974-03-04', 'country': {'id': 203, 'name': 'Serbia'}}]",1.0.2,10,Group Stage,254,Samara Arena,188,Russia,732,M. Diedhiou,,
7546,6/21/2018,00:00.0,1,0,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,771,France,male,Group C,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",784,Peru,male,Group C,179,Peru,"[{'id': 629, 'name': 'Ricardo Alberto Gareca Nardi', 'nickname': 'Ricardo Gareca', 'dob': '1958-02-10', 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,4261,Ekaterinburg Arena,188,Russia,737,Mohamed Abdulla Hassan Mohd,,
7584,7/2/2018,00:00.0,3,2,available,unscheduled,2020-07-29T05:00,,4,43,International,FIFA World Cup,3,2018,782,Belgium,male,,22,Belgium,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",778,Japan,male,,114,Japan,"[{'id': 644, 'name': 'Akira Nishino', 'nickname': None, 'dob': '1955-04-07', 'country': {'id': 114, 'name': 'Japan'}}]",1.0.2,33,Round of 16,256,Rostov Arena,188,Russia,732,M. Diedhiou,,
7536,6/18/2018,00:00.0,3,0,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,782,Belgium,male,Group G,22,Belgium,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",798,Panama,male,Group G,176,Panama,"[{'id': 654, 'name': 'Hernán Darío Gómez Jaramillo', 'nickname': 'Hernán Darío Gómez', 'dob': '1956-02-03', 'country': {'id': 49, 'name': 'Colombia'}}]",1.0.2,10,Group Stage,249,Olimpiyskiy Stadion Fisht,188,Russia,743,J. Sikazwe,,
7545,6/21/2018,00:00.0,0,3,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,779,Argentina,male,Group D,11,Argentina,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",785,Croatia,male,Group D,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': None, 'country': {'id': 56, 'name': 'Croatia'}}]",1.0.2,10,Group Stage,4263,Stadion Nizhny Novgorod,188,Russia,735,R. Irmatov,,
7580,6/30/2018,00:00.0,4,3,available,unscheduled,2020-07-29T05:00,,4,43,International,FIFA World Cup,3,2018,771,France,male,,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",779,Argentina,male,,11,Argentina,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,33,Round of 16,,,,,,,,
8650,7/6/2018,00:00.0,1,2,available,unscheduled,2020-07-29T05:00,,5,43,International,FIFA World Cup,3,2018,781,Brazil,male,,31,Brazil,"[{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]",782,Belgium,male,,22,Belgium,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,11,Quarter-finals,,,,,,,,
8649,7/6/2018,00:00.0,0,2,available,unscheduled,2020-07-29T05:00,,5,43,International,FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '2047-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",771,France,male,,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",1.0.2,11,Quarter-finals,4263,Stadion Nizhny Novgorod,188,Russia,730,N. Pitana,,
8658,7/15/2018,00:00.0,4,2,available,unscheduled,2020-07-29T05:00,,7,43,International,FIFA World Cup,3,2018,771,France,male,,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",785,Croatia,male,,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': None, 'country': {'id': 56, 'name': 'Croatia'}}]",1.0.2,26,Final,255,Stadion Luzhniki,188,Russia,730,N. Pitana,,
7561,6/26/2018,00:00.0,1,2,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,793,Iceland,male,Group D,104,Iceland,"[{'id': 648, 'name': 'Heimir Hallgrímsson', 'nickname': None, 'dob': '1967-06-10', 'country': {'id': 104, 'name': 'Iceland'}}]",785,Croatia,male,Group D,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': None, 'country': {'id': 56, 'name': 'Croatia'}}]",1.0.2,10,Group Stage,256,Rostov Arena,188,Russia,180,Antonio Mateu,214,Spain
7539,6/19/2018,00:00.0,1,2,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,789,Poland,male,Group H,182,Poland,"[{'id': 542, 'name': 'Adam Nawałka', 'nickname': None, 'dob': '1957-10-23', 'country': {'id': 182, 'name': 'Poland'}}]",787,Senegal,male,Group H,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",1.0.2,10,Group Stage,4130,Otkrytiye Arena,188,Russia,176,Nawaf Shukralla,18,Bahrain
7563,6/26/2018,00:00.0,0,0,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,776,Denmark,male,Group C,61,Denmark,"[{'id': 641, 'name': 'Åge Fridtjof Hareide', 'nickname': 'Åge Hareide', 'dob': None, 'country': {'id': 171, 'name': 'Norway'}}]",771,France,male,Group C,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",1.0.2,10,Group Stage,255,Stadion Luzhniki,188,Russia,738,Sandro Ricci,,
7578,6/15/2018,00:00.0,0,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,774,Egypt,male,Group A,66,Egypt,"[{'id': 486, 'name': 'Héctor Raúl Cúper', 'nickname': 'Héctor Cúper', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",783,Uruguay,male,Group A,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '2047-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",1.0.2,10,Group Stage,4261,Ekaterinburg Arena,188,Russia,287,B. Kuipers,160,Netherlands
7531,6/16/2018,00:00.0,1,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,779,Argentina,male,Group D,11,Argentina,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",793,Iceland,male,Group D,104,Iceland,"[{'id': 648, 'name': 'Heimir Hallgrímsson', 'nickname': None, 'dob': '1967-06-10', 'country': {'id': 104, 'name': 'Iceland'}}]",1.0.2,10,Group Stage,4130,Otkrytiye Arena,188,Russia,367,S. Marciniak,182,Poland
7582,7/1/2018,00:00.0,1,1,available,unscheduled,2020-07-29T05:00,,4,43,International,FIFA World Cup,3,2018,772,Spain,male,,214,Spain,"[{'id': 643, 'name': 'Fernando Ruiz Hierro', 'nickname': 'Fernando Hierro', 'dob': '1968-03-23', 'country': {'id': 214, 'name': 'Spain'}}]",796,Russia,male,,188,Russia,"[{'id': 365, 'name': 'Stanislav Cherchesov', 'nickname': None, 'dob': None, 'country': {'id': 188, 'name': 'Russia'}}]",1.0.2,33,Round of 16,255,Stadion Luzhniki,188,Russia,287,B. Kuipers,160,Netherlands
7552,6/23/2018,00:00.0,5,2,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,782,Belgium,male,Group G,22,Belgium,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",777,Tunisia,male,Group G,232,Tunisia,"[{'id': 557, 'name': 'Nabil Maâloul', 'nickname': None, 'dob': '1962-07-25', 'country': {'id': 232, 'name': 'Tunisia'}}]",1.0.2,10,Group Stage,4130,Otkrytiye Arena,188,Russia,428,J. Marrufo,241,United States of America
7532,6/16/2018,00:00.0,0,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,784,Peru,male,Group C,179,Peru,"[{'id': 629, 'name': 'Ricardo Alberto Gareca Nardi', 'nickname': 'Ricardo Gareca', 'dob': '1958-02-10', 'country': {'id': 11, 'name': 'Argentina'}}]",776,Denmark,male,Group C,61,Denmark,"[{'id': 641, 'name': 'Åge Fridtjof Hareide', 'nickname': 'Åge Hareide', 'dob': None, 'country': {'id': 171, 'name': 'Norway'}}]",1.0.2,10,Group Stage,4259,Mordovia Arena,188,Russia,736,B. Gassama,,
7544,6/20/2018,00:00.0,1,0,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,783,Uruguay,male,Group A,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '2047-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",799,Saudi Arabia,male,Group A,200,Saudi Arabia,"[{'id': 638, 'name': 'Juan Antonio Pizzi Torroja', 'nickname': 'Pizzi', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,10,Group Stage,256,Rostov Arena,188,Russia,76,C. Turpin,78,France
7553,6/23/2018,00:00.0,1,2,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,791,South Korea,male,Group F,121,Korea (South),"[{'id': 631, 'name': 'Tae-Yong Shin', 'nickname': 'Shin Tae-Yong', 'dob': '1970-10-11', 'country': {'id': 121, 'name': 'Korea\xa0(South)'}}]",794,Mexico,male,Group F,147,Mexico,"[{'id': 632, 'name': 'Juan Carlos Osorio Arbeláez', 'nickname': 'Juan Carlos Osorio', 'dob': None, 'country': {'id': 49, 'name': 'Colombia'}}]",1.0.2,10,Group Stage,256,Rostov Arena,188,Russia,727,M. Mažić,,
7560,6/25/2018,00:00.0,2,2,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,772,Spain,male,Group B,214,Spain,"[{'id': 643, 'name': 'Fernando Ruiz Hierro', 'nickname': 'Fernando Hierro', 'dob': '1968-03-23', 'country': {'id': 214, 'name': 'Spain'}}]",788,Morocco,male,Group B,154,Morocco,"[{'id': 642, 'name': 'Hervé Renard', 'nickname': None, 'dob': '1968-09-30', 'country': {'id': 78, 'name': 'France'}}]",1.0.2,10,Group Stage,4260,Stadion Kaliningrad,255,International,735,R. Irmatov,,
7533,6/17/2018,00:00.0,1,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,781,Brazil,male,Group E,31,Brazil,"[{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]",773,Switzerland,male,Group E,221,Switzerland,"[{'id': 492, 'name': 'Vladimir Petković', 'nickname': None, 'dob': None, 'country': {'id': 28, 'name': 'Bosnia and Herzegovina'}}]",1.0.2,10,Group Stage,256,Rostov Arena,188,Russia,740,C. Ramos,147,Mexico
7564,6/26/2018,00:00.0,1,2,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,775,Nigeria,male,Group D,166,Nigeria,"[{'id': 636, 'name': 'Gernot Rohr', 'nickname': None, 'dob': '1953-06-28', 'country': {'id': 85, 'name': 'Germany'}}]",779,Argentina,male,Group D,11,Argentina,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,4726,Saint-Petersburg Stadium,255,International,581,C. Çakιr,73,Europe
7556,6/24/2018,00:00.0,2,2,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,778,Japan,male,Group H,114,Japan,"[{'id': 644, 'name': 'Akira Nishino', 'nickname': None, 'dob': '1955-04-07', 'country': {'id': 114, 'name': 'Japan'}}]",787,Senegal,male,Group H,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",1.0.2,10,Group Stage,4261,Ekaterinburg Arena,188,Russia,268,G. Rocchi,112,Italy
7559,6/25/2018,00:00.0,2,1,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,799,Saudi Arabia,male,Group A,200,Saudi Arabia,"[{'id': 638, 'name': 'Juan Antonio Pizzi Torroja', 'nickname': 'Pizzi', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",774,Egypt,male,Group A,66,Egypt,"[{'id': 486, 'name': 'Héctor Raúl Cúper', 'nickname': 'Héctor Cúper', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,4257,Volgograd Arena,188,Russia,175,W. Roldán,49,Colombia
7579,6/30/2018,00:00.0,2,1,available,unscheduled,2020-07-29T05:00,,4,43,International,FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '2047-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",780,Portugal,male,,183,Portugal,"[{'id': 607, 'name': 'Fernando Manuel Fernandes da Costa Santos', 'nickname': 'Fernando Santos', 'dob': None, 'country': {'id': 183, 'name': 'Portugal'}}]",1.0.2,33,Round of 16,249,Olimpiyskiy Stadion Fisht,188,Russia,740,C. Ramos,147,Mexico
7572,6/28/2018,00:00.0,0,1,available,unscheduled,2020-07-29T05:00,,3,43,International,FIFA World Cup,3,2018,778,Japan,male,Group H,114,Japan,"[{'id': 644, 'name': 'Akira Nishino', 'nickname': None, 'dob': '1955-04-07', 'country': {'id': 114, 'name': 'Japan'}}]",789,Poland,male,Group H,182,Poland,"[{'id': 542, 'name': 'Adam Nawałka', 'nickname': None, 'dob': '1957-10-23', 'country': {'id': 182, 'name': 'Poland'}}]",1.0.2,10,Group Stage,4257,Volgograd Arena,188,Russia,743,J. Sikazwe,,
7577,6/15/2018,00:00.0,0,1,available,unscheduled,2020-07-29T05:00,,1,43,International,FIFA World Cup,3,2018,788,Morocco,male,Group B,154,Morocco,"[{'id': 642, 'name': 'Hervé Renard', 'nickname': None, 'dob': '1968-09-30', 'country': {'id': 78, 'name': 'France'}}]",797,Iran,male,Group B,107,"Iran, Islamic Republic of","[{'id': 645, 'name': 'Carlos Manuel Brito Leal Queiróz', 'nickname': 'Carlos Queiroz', 'dob': '1953-03-01', 'country': {'id': 183, 'name': 'Portugal'}}]",1.0.2,10,Group Stage,4726,Saint-Petersburg Stadium,255,International,581,C. Çakιr,73,Europe
7543,6/20/2018,00:00.0,0,1,available,unscheduled,2020-07-29T05:00,,2,43,International,FIFA World Cup,3,2018,797,Iran,male,Group B,107,"Iran, Islamic Republic of","[{'id': 645, 'name': 'Carlos Manuel Brito Leal Queiróz', 'nickname': 'Carlos Queiroz', 'dob': '1953-03-01', 'country': {'id': 183, 'name': 'Portugal'}}]",772,Spain,male,Group B,214,Spain,"[{'id': 643, 'name': 'Fernando Ruiz Hierro', 'nickname': 'Fernando Hierro', 'dob': '1968-03-23', 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,10,Group Stage,4258,Kazan' Arena (Kazan'),188,Russia,734,A. Cunha,,
